left_context,target_word,entropy_quartile,H_human,n_human_unique,overlap_at_5,overlap_at_10,overlap_at_20,overlap_at_50,overlap_at_100,weighted_overlap_at_5,weighted_overlap_at_10,weighted_overlap_at_20,weighted_overlap_at_50,weighted_overlap_at_100
"Елена сидела в кресле, молодая Мурка",урчала,Q3,2.7052810012739172,40,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.40800000000000003
От внимания наблюдателя не должна,ускользать,Q2,2.0012038536489953,15,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.22448979591836735,0.30612244897959184,0.30612244897959184,0.30612244897959184,0.30612244897959184
Государством предлагается,установить,Q3,2.5232109529528914,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
"Сделав мне знак помолчать, он приложил",ухо,Q2,1.9215309973864827,17,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8064516129032259,0.8064516129032259,0.8064516129032259,0.8064516129032259,0.8064516129032259
"Она успевала убраться, разморозить",фарш,Q2,1.7690361613040135,8,0.625,0.625,0.625,0.625,0.625,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333
"Что используют для этой прически,",фен,Q4,3.2606841254670584,46,0.06818181818181818,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.24166666666666664,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,Q3,2.6606890790167697,25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08,0.08,0.08,0.08,0.08
Она с досадой,хмурила,Q4,2.81256473154473,32,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.4933333333333333,0.4933333333333333,0.4933333333333333,0.4933333333333333,0.4933333333333333
"Зоопарк ― это кусочек другого мира, находящийся в самом",центре,Q1,1.0831728085382528,5,0.4,0.4,0.4,0.4,0.4,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947
Я сделала,шаг,Q4,3.773491171556661,56,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091
За министром труда тянется целый,шлейф,Q1,1.6674619334292948,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.625,0.625,0.625,0.625,0.625
Мы установили камеру на новый,штатив,Q4,3.103597164086774,47,0.10638297872340426,0.10638297872340426,0.10638297872340426,0.10638297872340426,0.10638297872340426,0.41496598639455784,0.41496598639455784,0.41496598639455784,0.41496598639455784,0.41496598639455784
Ей хотелось выплеснуть чай на бежевый,юлин,Q3,2.371622082737896,14,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2641509433962264,0.2641509433962264,0.2641509433962264,0.2641509433962264,0.2641509433962264
На привале у озера,юный,Q2,2.161202598462481,25,0.041666666666666664,0.125,0.125,0.16666666666666666,0.16666666666666666,0.5373134328358209,0.5671641791044776,0.5671641791044776,0.5970149253731343,0.5970149253731343
"Покуда я нахожусь у власти, я буду предметом",ярых,Q4,2.8192325005200685,23,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.16981132075471697,0.41509433962264153,0.41509433962264153,0.41509433962264153,0.41509433962264153
