left_context,target_word,entropy_quartile,H_human,n_human_unique,overlap_at_5,overlap_at_10,overlap_at_20,overlap_at_50,overlap_at_100,weighted_overlap_at_5,weighted_overlap_at_10,weighted_overlap_at_20,weighted_overlap_at_50,weighted_overlap_at_100
"Что используют для этой прически,",фен,Q4,3.2606841254670584,46,0.0,0.06818181818181818,0.13636363636363635,0.22727272727272727,0.3409090909090909,0.0,0.06666666666666667,0.13333333333333333,0.24166666666666667,0.39166666666666666
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,Q3,2.6606890790167697,25,0.0,0.041666666666666664,0.125,0.20833333333333334,0.3333333333333333,0.0,0.02,0.16,0.24,0.62
Она с досадой,хмурила,Q4,2.81256473154473,32,0.0,0.0,0.06666666666666667,0.1,0.23333333333333334,0.0,0.0,0.48,0.4933333333333333,0.6266666666666666
"Зоопарк ― это кусочек другого мира, находящийся в самом",центре,Q1,1.0831728085382528,5,0.2,0.2,0.6,0.6,0.6,0.21052631578947367,0.21052631578947367,0.894736842105263,0.894736842105263,0.894736842105263
Я сделала,шаг,Q4,3.773491171556661,56,0.0,0.0,0.057692307692307696,0.09615384615384616,0.19230769230769232,0.0,0.0,0.06818181818181818,0.09090909090909091,0.29545454545454547
За министром труда тянется целый,шлейф,Q1,1.6674619334292948,7,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.375,0.375,0.4375,0.6875
Мы установили камеру на новый,штатив,Q4,3.103597164086774,47,0.0,0.0,0.0425531914893617,0.0851063829787234,0.14893617021276595,0.0,0.0,0.10884353741496598,0.12244897959183673,0.14285714285714285
Ей хотелось выплеснуть чай на бежевый,юлин,Q3,2.371622082737896,14,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.5,0.018867924528301886,0.20754716981132074,0.20754716981132074,0.41509433962264153,0.5283018867924528
На привале у озера,юный,Q2,2.161202598462481,25,0.0,0.0,0.041666666666666664,0.125,0.25,0.0,0.0,0.014925373134328358,0.5671641791044776,0.6417910447761194
"Покуда я нахожусь у власти, я буду предметом",ярых,Q4,2.8192325005200685,23,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5238095238095238,0.05660377358490566,0.1509433962264151,0.1509433962264151,0.24528301886792453,0.37735849056603776
